document,table_index,section,table_line,row,column,reported,source,selector,source_row,source_fields,source_values,expected,status
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,8,单站精度,88.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""single_station_precision""]","{""single_station_precision"": 0.8853359628116636}",88.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,8,单站覆盖度,92.8%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""single_station_coverage""]","{""single_station_coverage"": 0.9275}",92.8%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,8,重复航迹,0,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""single_station_duplicate_track_count""]","{""single_station_duplicate_track_count"": 0}",0,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,8,混合航迹,50,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""single_station_mixed_track_count""]","{""single_station_mixed_track_count"": 50}",50,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,8,缺失身份机会,29,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""single_station_missing_identity_count""]","{""single_station_missing_identity_count"": 29}",29,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,9,单站精度,95.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""single_station_precision""]","{""single_station_precision"": 0.9556823168056165}",95.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,9,单站覆盖度,92.8%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""single_station_coverage""]","{""single_station_coverage"": 0.9283333333333333}",92.8%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,9,重复航迹,0,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""single_station_duplicate_track_count""]","{""single_station_duplicate_track_count"": 0}",0,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,9,混合航迹,48,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""single_station_mixed_track_count""]","{""single_station_mixed_track_count"": 48}",48,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,9,缺失身份机会,43,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""single_station_missing_identity_count""]","{""single_station_missing_identity_count"": 43}",43,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,10,单站精度,94.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""single_station_precision""]","{""single_station_precision"": 0.9403847890886099}",94.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,10,单站覆盖度,89.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""single_station_coverage""]","{""single_station_coverage"": 0.89}",89.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,10,重复航迹,1,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""single_station_duplicate_track_count""]","{""single_station_duplicate_track_count"": 1}",1,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,10,混合航迹,83,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""single_station_mixed_track_count""]","{""single_station_mixed_track_count"": 83}",83,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,10,缺失身份机会,66,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""single_station_missing_identity_count""]","{""single_station_missing_identity_count"": 66}",66,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,11,单站精度,92.3%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.52,52,"[""single_station_precision""]","{""single_station_precision"": 0.9230057375532111}",92.3%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,11,单站覆盖度,90.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.52,52,"[""single_station_coverage""]","{""single_station_coverage"": 0.905}",90.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,11,重复航迹,1,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.52,52,"[""single_station_duplicate_track_count""]","{""single_station_duplicate_track_count"": 1}",1,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,11,混合航迹,78,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.52,52,"[""single_station_mixed_track_count""]","{""single_station_mixed_track_count"": 78}",78,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,11,缺失身份机会,57,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.52,52,"[""single_station_missing_identity_count""]","{""single_station_missing_identity_count"": 57}",57,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,12,单站精度,88.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.48,48,"[""single_station_precision""]","{""single_station_precision"": 0.8859757841548289}",88.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,12,单站覆盖度,89.2%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.48,48,"[""single_station_coverage""]","{""single_station_coverage"": 0.8916666666666667}",89.2%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,12,重复航迹,1,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.48,48,"[""single_station_duplicate_track_count""]","{""single_station_duplicate_track_count"": 1}",1,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,12,混合航迹,109,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.48,48,"[""single_station_mixed_track_count""]","{""single_station_mixed_track_count"": 109}",109,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,7,3.3.1 单站航迹结果,,12,缺失身份机会,65,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.48,48,"[""single_station_missing_identity_count""]","{""single_station_missing_identity_count"": 65}",65,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,1,质量精度,99.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.30,30,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.9895833333333334}",99.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,1,质量覆盖度,95.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.30,30,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.95}",95.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,1,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.30,30,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,1,处理耗时P95,3446.6毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.30,30,"[""latency_p95_ms""]","{""latency_p95_ms"": 3446.6487579993554}",3446.6毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,1,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.30,30,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,2,质量精度,97.8%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.31,31,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.978021978021978}",97.8%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,2,质量覆盖度,89.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.31,31,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.89}",89.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,2,按时覆盖度,89.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.31,31,"[""on_time_coverage""]","{""on_time_coverage"": 0.89}",89.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,2,处理耗时P95,136.2毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.31,31,"[""latency_p95_ms""]","{""latency_p95_ms"": 136.21047599735903}",136.2毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,2,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.31,31,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,3,质量精度,96.9%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.34,34,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.9693877551020408}",96.9%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,3,质量覆盖度,95.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.34,34,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.95}",95.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,3,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.34,34,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,3,处理耗时P95,3248.3毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.34,34,"[""latency_p95_ms""]","{""latency_p95_ms"": 3248.3151399974304}",3248.3毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,3,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.34,34,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,4,质量精度,83.9%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8390804597701149}",83.9%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,4,质量覆盖度,73.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.73}",73.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,4,按时覆盖度,73.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""on_time_coverage""]","{""on_time_coverage"": 0.73}",73.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,4,处理耗时P95,96.9毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""latency_p95_ms""]","{""latency_p95_ms"": 96.8999270007771}",96.9毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,4,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,5,质量精度,94.8%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.9479166666666666}",94.8%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,5,质量覆盖度,91.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.91}",91.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,5,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,5,处理耗时P95,2930.1毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""latency_p95_ms""]","{""latency_p95_ms"": 2930.0849190003646}",2930.1毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,5,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,6,质量精度,84.7%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8472222222222222}",84.7%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,6,质量覆盖度,61.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.61}",61.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,6,按时覆盖度,61.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""on_time_coverage""]","{""on_time_coverage"": 0.61}",61.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,6,处理耗时P95,105.3毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""latency_p95_ms""]","{""latency_p95_ms"": 105.34701600045082}",105.3毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,6,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,7,质量精度,96.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.9655172413793104}",96.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,7,质量覆盖度,84.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.84}",84.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,7,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,7,处理耗时P95,3336.2毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""latency_p95_ms""]","{""latency_p95_ms"": 3336.247540999466}",3336.2毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,7,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,8,质量精度,76.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.7654320987654321}",76.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,8,质量覆盖度,62.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.62}",62.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,8,按时覆盖度,62.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""on_time_coverage""]","{""on_time_coverage"": 0.62}",62.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,8,处理耗时P95,122.3毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""latency_p95_ms""]","{""latency_p95_ms"": 122.25543100066716}",122.3毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,8,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,9,质量精度,80.9%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8087431693989071}",80.9%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,9,质量覆盖度,74.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.74}",74.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,9,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,9,处理耗时P95,8825.8毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""latency_p95_ms""]","{""latency_p95_ms"": 8825.816997999937}",8825.8毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,9,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,10,质量精度,84.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8461538461538461}",84.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,10,质量覆盖度,77.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.77}",77.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,10,按时覆盖度,77.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""on_time_coverage""]","{""on_time_coverage"": 0.77}",77.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,10,处理耗时P95,241.9毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""latency_p95_ms""]","{""latency_p95_ms"": 241.85962000046857}",241.9毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,10,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,11,质量精度,81.4%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.813953488372093}",81.4%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,11,质量覆盖度,70.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.7}",70.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,11,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,11,处理耗时P95,8135.0毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""latency_p95_ms""]","{""latency_p95_ms"": 8135.018979999586}",8135.0毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,11,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,12,质量精度,85.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8553459119496856}",85.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,12,质量覆盖度,68.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.68}",68.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.docx,8,3.3.2 双站配准结果,,12,按时覆盖度,68.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""on_time_coverage""]","{""on_time_coverage"": 0.68}",68.0%,match
